Epoch,relu_triple-256
1,0.09031863510608673
2,0.08665934205055237
3,0.07624049484729767
4,0.0735466256737709
5,0.07682175934314728
6,0.07650523632764816
7,0.06552102416753769
8,0.0648617148399353
9,0.07440730929374695
10,0.06874296069145203
11,0.06367518752813339
12,0.06449683755636215
13,0.0608176663517952
14,0.06265684962272644
15,0.06278513371944427
16,0.06304607540369034
17,0.06129910424351692
18,0.05979938060045242
19,0.06537206470966339
20,0.059894781559705734
21,0.058732662349939346
22,0.0521906241774559
23,0.06432583928108215
24,0.05473145470023155
25,0.05515618622303009
26,0.06018836423754692
27,0.05665605887770653
28,0.05345247685909271
29,0.05548129230737686
30,0.054625898599624634
31,0.0515306293964386
32,0.06316322833299637
33,0.054896868765354156
34,0.066679947078228
35,0.05329671874642372
36,0.05149567499756813
37,0.050296589732170105
38,0.05476893484592438
39,0.05233927071094513
40,0.05190638080239296
41,0.0551636666059494
42,0.04947507381439209
43,0.05366146191954613
44,0.060355205088853836
45,0.056876324117183685
46,0.0545685775578022
47,0.04914252832531929
48,0.050653088837862015
49,0.04932202026247978
50,0.04819880798459053
51,0.056373342871665955
52,0.06232093274593353
53,0.059345345944166183
54,0.059253789484500885
55,0.05164904519915581
56,0.05905311182141304
57,0.052954722195863724
58,0.05185319110751152
59,0.05511157587170601
60,0.0469529815018177
61,0.05091013386845589
62,0.04679443687200546
63,0.04788706824183464
64,0.054037906229496
65,0.04977390915155411
66,0.05257740989327431
67,0.05135176330804825
68,0.04677598923444748
69,0.057146817445755005
70,0.04679019749164581
71,0.051360324025154114
72,0.04818466305732727
73,0.04894222691655159
74,0.06106682866811752
75,0.04609435051679611
76,0.05123032629489899
77,0.04608902335166931
78,0.050881993025541306
79,0.05287252366542816
80,0.05546033754944801
81,0.052117109298706055
82,0.04750765487551689
83,0.04669236019253731
84,0.045078203082084656
85,0.0607103668153286
86,0.0441773384809494
87,0.04713459312915802
88,0.04607294499874115
89,0.04561680927872658
90,0.062427304685115814
91,0.045729584991931915
92,0.04490526765584946
93,0.0551946796476841
94,0.04405548423528671
95,0.04641513526439667
96,0.05652991682291031
97,0.05149244889616966
98,0.045305121690034866
99,0.04523460566997528
100,0.054857052862644196
101,0.04521391913294792
102,0.04521525278687477
103,0.0513639971613884
104,0.04397416114807129
105,0.049323711544275284
106,0.04671908915042877
107,0.048340655863285065
108,0.046313799917697906
109,0.046471379697322845
110,0.04562835395336151
111,0.04787149280309677
112,0.04403659328818321
113,0.05183049291372299
114,0.04380098357796669
115,0.04425513371825218
116,0.04359335079789162
117,0.041697755455970764
118,0.04282577335834503
119,0.04578043520450592
120,0.04924270510673523
121,0.05847381427884102
122,0.04950825124979019
123,0.04215801879763603
124,0.0553506501019001
125,0.04894835501909256
126,0.04936741665005684
127,0.04513140767812729
